Index,latitude,longitude,name,province,categories,Date,Guest Comment,Image,Title
13,21.281574,-157.830789,Hotel 4,HI,"Vacation Rentals,Resorts & Vacation Cottages,Vacation Home Rental,Hotels,Hotels & Motels,Apartments,Apartment Operators,Resorts",2015-09-03T00:00:00Z,Older property but it is super clean - why not update the bedding? It is the best location-in my opinion-with everything from awesome dining to 3 blocks walk to public beach (with beachside drinks/snack shack). Love the 5-6 food truck court just one block away on Beachwalk,https://s3-media1.fl.yelpcdn.com/bphoto/j1O5a7xKCluRhz5KcICInQ/ls.jpg,Combines great price with amazing location.
14,21.281574,-157.830789,Hotel 4,HI,"Vacation Rentals,Resorts & Vacation Cottages,Vacation Home Rental,Hotels,Hotels & Motels,Apartments,Apartment Operators,Resorts",2015-08-19T00:00:00Z,We stayed here for over a month as we have just moved to Honolulu and had to sort a permanent place to stay. The Manager and Staff were very friendly and went out of their way to make sure they had a room for us and worked with us during our stay - as we didn't know when we would... More,https://s3-media1.fl.yelpcdn.com/bphoto/nx6MssRBcuU0GKebMQUpDA/o.jpg,"Affordable, Clean, Friendly Hotel in a Great Location"
15,21.281574,-157.830789,Hotel 4,HI,"Vacation Rentals,Resorts & Vacation Cottages,Vacation Home Rental,Hotels,Hotels & Motels,Apartments,Apartment Operators,Resorts",2015-12-11T00:00:00Z,"When we had booked this hotel we had emailed in advanced asking if we could store out luggage while we went camping, they seemed to have no problem with this, until we arrived. When we asked where we would keep our bags the lady insisted we must have been confused even after we had shown her the email stating we... More",https://s3-media1.fl.yelpcdn.com/bphoto/Oap5BqfPTJ1M-xwAXdkK5w/o.jpg,Average
16,21.281574,-157.830789,Hotel 4,HI,"Vacation Rentals,Resorts & Vacation Cottages,Vacation Home Rental,Hotels,Hotels & Motels,Apartments,Apartment Operators,Resorts",2016-07-30T00:00:00Z,Loved the beach and service,https://s3-media1.fl.yelpcdn.com/bphoto/yqZ0w7Hxn8vN_9njEU6YkA/o.jpg,Well the location is nice
17,21.281574,-157.830789,Hotel 4,HI,"Vacation Rentals,Resorts & Vacation Cottages,Vacation Home Rental,Hotels,Hotels & Motels,Apartments,Apartment Operators,Resorts",2016-02-16T00:00:00Z,"I hesitate to share negative experience on the internet, but for the sake of others who could make the same mistake as us I feel obligated to. This hotel is a total sham. We do not live in Waikiki and like most travelers must make reservations at hotels based upon hotel websites and reviews. Their website inaccurately advertised clean updated... More",https://s3-media1.fl.yelpcdn.com/bphoto/ZEt-wq_pJjtQYjGPkYGxqg/o.jpg,Advertisement Sham
18,22.226328,-159.481416,Hotel 2,HI,Hotels,2016-07-30T00:00:00Z,"Beautiful renovation. The hotel was beautifully done. Main lobby is very Hawaiian, open air, welcoming shell leis, loved the complimentary mai tais each night.",https://s3-media2.fl.yelpcdn.com/bphoto/_nTedRqzErHgQRG2D0K8UQ/o.jpg,"Beautiful renovations location, and great staff!"
19,21.281574,-157.830789,Hotel 4,HI,"Vacation Rentals,Resorts & Vacation Cottages,Vacation Home Rental,Hotels,Hotels & Motels,Apartments,Apartment Operators,Resorts",2016-03-27T00:00:00Z,"Positives: Location! It is on the main strip, next to Hard Rock Cafe and lots of food options. Walking distance to Waikiki Beach and The Cheesecake Factory. Room size is decent. Negatives: In major need of a renovation! Very outdated and the lifts smell. Wifi connection is poor. Overall, would stay here again.",https://s3-media2.fl.yelpcdn.com/bphoto/FIeAeVWUWmuIrh0Jb0cRnw/o.jpg,Location!
20,22.042716,-159.33808,Hotel 5,HI,Hotels,2016-07-31T00:00:00Z,This hotel is on the beach and the swimming for children and adults is wonderful. It was like walking around in your own personal aquarium. We saw beautiful fish without even having to snorkel.,https://s3-media2.fl.yelpcdn.com/bphoto/KiGeku7noxwxIqMFI22EWA/o.jpg,Great Location
21,21.281574,-157.830789,Hotel 4,HI,"Vacation Rentals,Resorts & Vacation Cottages,Vacation Home Rental,Hotels,Hotels & Motels,Apartments,Apartment Operators,Resorts",2015-10-05T00:00:00Z,"Clean room, old style, 1960ish, needs some renovations, but again, location, location, location! !! Near, beach, shopping, restaurants, and, bus, very convenient! !Great, place, to stay, if you don't mind having big hotel luxury, but your in Hawaii, so you'll be out everyday, enjoying, so save money and stay here, Aloha! !!!!!!!!",https://s3-media2.fl.yelpcdn.com/bphoto/mo0LFhBXUT184EDIjcSiXQ/o.jpg,Location
22,21.281574,-157.830789,Hotel 4,HI,"Vacation Rentals,Resorts & Vacation Cottages,Vacation Home Rental,Hotels,Hotels & Motels,Apartments,Apartment Operators,Resorts",2015-12-13T00:00:00Z,The accommodation is basic but you will money left over for shopping and sightseeing. Pool was tiny…,https://s3-media2.fl.yelpcdn.com/bphoto/QQKiubb3-Nm5LNiStE6vqw/o.jpg,"Polynesian Plaza, Honolulu"
23,21.281574,-157.830789,Hotel 4,HI,"Vacation Rentals,Resorts & Vacation Cottages,Vacation Home Rental,Hotels,Hotels & Motels,Apartments,Apartment Operators,Resorts",2016-03-02T00:00:00Z,The entrance to the hotel is low key and between two retail stores. You could easily pass by its entrance on the street and miss it.,https://s3-media2.fl.yelpcdn.com/bphoto/U2WIi2Pqr8kvtDC23mrG9Q/o.jpg,Outdated but friendly
24,21.281574,-157.830789,Hotel 4,HI,"Vacation Rentals,Resorts & Vacation Cottages,Vacation Home Rental,Hotels,Hotels & Motels,Apartments,Apartment Operators,Resorts",2015-09-17T00:00:00Z,"Rooms were nice, basic but a good size, older style. No mod cons. The beds were very comfortable. Good size kitchenette. Great location. Nice pool. Wifi was only free down in common area which was pretty much completely outside so not fun when raining. And it wasn't the best wifi. Bathroom was amazing!",https://s3-media2.fl.yelpcdn.com/bphoto/XrbS5Q1N0AOkjQ3a8Vz6Kg/o.jpg,Close to everything in Waikiki
25,21.281574,-157.830789,Hotel 4,HI,"Vacation Rentals,Resorts & Vacation Cottages,Vacation Home Rental,Hotels,Hotels & Motels,Apartments,Apartment Operators,Resorts",2015-10-26T00:00:00Z,"I booked this hotel for mid October months ago. In early October, I called this hotel to find out more about the bathroom size - said it was handicap accessable. It was tiny when I arrived!",https://s3-media2.fl.yelpcdn.com/bphoto/y5rqrsSghZ51J-HHI5P2tw/o.jpg,Unprofessional
26,22.226328,-159.481416,Hotel 2,HI,Hotels,2016-05-06T00:00:00Z,Loved the view from my room. Staff was helpful.,https://s3-media2.fl.yelpcdn.com/bphoto/yotBhmZ2TruNTEgLGTUOfA/o.jpg,
27,22.226328,-159.481416,Hotel 2,HI,Hotels,2016-04-20T00:00:00Z,A/C unit was disgusting and dirty,https://s3-media3.fl.yelpcdn.com/bphoto/1fhCcaO8WlDlht8OlByaYw/ls.jpg,
28,21.281574,-157.830789,Hotel 4,HI,"Vacation Rentals,Resorts & Vacation Cottages,Vacation Home Rental,Hotels,Hotels & Motels,Apartments,Apartment Operators,Resorts",2016-02-29T00:00:00Z,"The staff were really friendly and very accommodating. If you are looking for somewhere to stay for the value of your money (esp. if you are on a budget) then its PolyPlaza. Its got FREE wifi, a kitchenette (fridge, microwave and cofee-maker and eating utensils, plates and cups). The housemaids will provide Hawaiian coffee everyday and housekeeping. The bathroom is... More",https://s3-media3.fl.yelpcdn.com/bphoto/8KAsaD9EsPnhkJqswG-BEQ/o.jpg,Friendly staff and centrally located
29,21.281574,-157.830789,Hotel 4,HI,"Vacation Rentals,Resorts & Vacation Cottages,Vacation Home Rental,Hotels,Hotels & Motels,Apartments,Apartment Operators,Resorts",2016-03-19T00:00:00Z,"Clean, good WiFi, a very comfortable queen bed. Ended up with a great view",https://s3-media3.fl.yelpcdn.com/bphoto/B7JrfYARurHwCIin-W8ztA/o.jpg,"Dated,but well located,well appointed and inexpensive"
30,21.281574,-157.830789,Hotel 4,HI,"Vacation Rentals,Resorts & Vacation Cottages,Vacation Home Rental,Hotels,Hotels & Motels,Apartments,Apartment Operators,Resorts",2015-08-30T00:00:00Z,Great location but subpar accommodations. A/C was dirty,https://s3-media3.fl.yelpcdn.com/bphoto/ppoe9G0zzuPVE9f5lI75Kg/o.jpg,Dated but in a great location
31,21.281574,-157.830789,Hotel 4,HI,"Vacation Rentals,Resorts & Vacation Cottages,Vacation Home Rental,Hotels,Hotels & Motels,Apartments,Apartment Operators,Resorts",2016-02-13T00:00:00Z,We stayed here for about a week in October 2015. We checked in with no problems and were given a key that would allow us to use the elevator and access the stairs. The elevator is a little bit sketchy but we never really used it (only for when we arrived with all the luggage and for when we left).... More,https://s3-media4.fl.yelpcdn.com/bphoto/AFKt84zHhJo7nHKCXLWe_A/o.jpg,Perfect for Us
32,22.226328,-159.481416,Hotel 2,HI,Hotels,2016-06-25T00:00:00Z,Purchased a double queen room with ocean view. Was given a king bed with a view. Notified desk was given a double queen room with a view of a haggard tennis court and the parking lot.,https://s3-media4.fl.yelpcdn.com/bphoto/Dduz4GOFsWo56bJsOJaFaA/o.jpg,
33,21.281574,-157.830789,Hotel 4,HI,"Vacation Rentals,Resorts & Vacation Cottages,Vacation Home Rental,Hotels,Hotels & Motels,Apartments,Apartment Operators,Resorts",2016-07-25T00:00:00Z,"Right downstairs is an amazing ramen restaurant. It is walking distance to all the necessary amenities. Its quite hidden, but had an amazing view",https://s3-media4.fl.yelpcdn.com/bphoto/Hi5r_AuNIg2N1lt2aoZGpA/o.jpg,Dated but in a great location
34,22.226328,-159.481416,Hotel 2,HI,Hotels,2016-05-25T00:00:00Z,Someone plese clean the A/C unit. It is ditry and gross,https://s3-media4.fl.yelpcdn.com/bphoto/q3RQ_TZlV_46vQpGR1845w/ls.jpg,
35,22.226328,-159.481416,Hotel 2,HI,Hotels,2016-05-28T00:00:00Z,Amazing hotel. Loved the view. Very friendly staff.,https://s3-media4.fl.yelpcdn.com/bphoto/Upxu0DlIFZbsTBAq-PQ9tQ/o.jpg,
36,21.281574,-157.830789,Hotel 4,HI,"Vacation Rentals,Resorts & Vacation Cottages,Vacation Home Rental,Hotels,Hotels & Motels,Apartments,Apartment Operators,Resorts",2016-06-03T00:00:00Z,If you want Waikiki on a hometown beach budget its a winner! Bathroom was amazing!,https://www.yelp.com/biz_photos/grand-hyatt-kauai-koloa-4?select=nkJo-TcyHsyRSDe9upmm2g,A hidden gem in many ways
37,19.629903,-155.988787,Hotel 1,HI,Hotels,2016-08-27T00:00:00Z,"I was not made aware of extra daily cleaning fees. room was ok, needs upgrade- shower door was barely able to open/close,",https://www.yelp.com/biz_photos/grand-hyatt-kauai-koloa-4?select=Ube2XHc5wpghwNPMkBPhLA,disappointing
38,22.042716,-159.33808,Hotel 5,HI,Hotels,2016-05-01T00:00:00Z,"Loved it! Getting in so late we would like to have a quick check in and get all the tips and information later when we're rested! Rooms were a bit humid though but beautiful decor and setting, even for being in the middle of construction!",,Beautiful
39,22.042716,-159.33808,Hotel 5,HI,Hotels,2016-06-20T00:00:00Z,Had a welcoming check in process and quick. We got a ocean view and it was amazing that there was nothing in front of our window blocking the view. Our door was the close test to the pool and the beach just a short walk away. All the rooms have just been remolded and very clean and tidy. The restaurant and bar area was very nice as well. Self parking is convenient and close.,,Beautiful
40,22.042716,-159.33808,Hotel 5,HI,Hotels,2016-06-25T00:00:00Z,The stay was nice but you would think for the price that breakfast would be complimentary.,,Above average stay
41,22.042716,-159.33808,Hotel 5,HI,Hotels,2016-08-04T00:00:00Z,"Great location, friendly and extremely helpful staff, and beautiful property. Keila at the front desk was awesome! Everything is beautiful right down to the decor. This is truly the place to come to relax.",,True Kaua'i experience
42,22.042716,-159.33808,Hotel 5,HI,Hotels,2016-05-26T00:00:00Z,We're definitely staying here again on our next visit to Kauai.,,"Beautiful, Safe and Clean. Perfect for couples and"
43,22.042716,-159.33808,Hotel 5,HI,Hotels,2016-07-30T00:00:00Z,Completely refurbished very modern and quiet rooms with comfortable beds and big flat screen TV with lots of channels. Restaurant is open air but inside and has a range of items and price ranges to suit every ones budget.,,Hilton Garden Inn Kapaa
44,22.042716,-159.33808,Hotel 5,HI,Hotels,2016-08-01T00:00:00Z,"I was worried that its location was too close to the airport, but I never heard or saw a single plane the entire time I was there, so don't worry about that. In fact the location is awesome!! Lydgate Park (the beach in front of the hotel) has great swimming and snorkeling for begginners in what they call the Ponds.... More",,Very affordable and beautiful location!!!
45,22.042716,-159.33808,Hotel 5,HI,Hotels,2016-07-31T00:00:00Z,"This is a old property, the rooms are remodeled but windows doors and ac units are very old. Some rooms not to clean already. Restaurant ok and Internet is good. Fee to high for a ...non resort hotel. It's not really a resort hotel like you expect. Should be fee not resort fee.",,Old property taken over by Hilton
46,22.042716,-159.33808,Hotel 5,HI,Hotels,2016-07-31T00:00:00Z,"Everything was great, except there was no safe in the room, and there were one-two flies in the room 2-3 nights. Also no balcony/lanai -- which is somewhat unusual for Hawaii. Internet was fast. Parking was free. Staff was very helpful.",,Good value.
47,22.042716,-159.33808,Hotel 5,HI,Hotels,2016-07-31T00:00:00Z,"Short walk to Lydgate Park. Hotel went through recent renovation. Rooms were clean and spacious. Most of the furniture, furnishings and fixtures were new. Bathroom was very spacious. Shower was clean and huge!",,Great renovation
48,22.042716,-159.33808,Hotel 5,HI,Hotels,2016-08-04T00:00:00Z,"Pros Great access to beach, lydgate park. Good location and views Cons - Cockroaches - Unfriendly front desk (Except one person Phil who was trying to help) -1 laundry machine for whole hotel - mediocre restaurant with no easy access to pool - no room service for food - In general lack of access to food - Early check-in even... More",,"Good location, below average service, food and amenities"
49,19.629903,-155.988787,Hotel 1,HI,Hotels,2014-11-20T00:00:00Z,The condo was great. We did not have much interaction with the staff. We did sleep on the queen size murphy bed in the living room instead of the queen size bed in the actual bedroom. It was very hot and humid. The air conditioner in the living room does not cool off the bedroom. This condo is very close to shopping and dining. After each day of adventures we would walk to dinner at different joints. I will stay here again when I return.,,Right on the beach.
50,19.629903,-155.988787,Hotel 1,HI,Hotels,2016-05-14T00:00:00Z,"The condo was decent enough. The ocean view was fabulous. But we were lured into booking for the free parking and wifi. We were never able to log into the wifi. Several light bulbs weren't working. The wall unit A/C did not cool the bedroom down. The biggest surprise was when we were hit with the 130 cleaning fee for our 3 day stay. Re-checking the hotel info, it is listed on the very bottom of the page - we just hadn't scrolled down that far... Won't be making that mistake again!!!",,Beware of the fees in the fine print
51,19.629903,-155.988787,Hotel 1,HI,Hotels,2015-05-07T00:00:00Z,"It's a nice place to stay. Each unit is individually owned. I've stayed here 3 times and all 3 units seem to be comparable to each other. Excellent location, though. Right next to Hon'l's Beach and walking distance to town.",,Condo units near town and beach
52,19.629903,-155.988787,Hotel 1,HI,Hotels,2015-08-04T00:00:00Z,We loved the 14 days there. The pool and BBQ amenities are great and kept very clean. The cleaning service every four days was good and the in apt washer drier really made it comfortable to stay on top of the kids clothes.,,A nice complex of condos with great ocean views
53,19.629903,-155.988787,Hotel 1,HI,Hotels,2015-06-19T00:00:00Z,"Simple yet comfy and cozy one bedroom condo by the beach nicely within the walking distance from most Ali'i drive places. Price-wise all things were very much okay. Well, the dishwasher broke but those things just happen every now and then. The housekeeping could wash the floors and esp. the balcony floor a bit more thoroughly. All in all, a very pleasant and easy stay.",,Nice simple condo by the beach
54,19.629903,-155.988787,Hotel 1,HI,Hotels,2016-08-20T00:00:00Z,"We stayed in unit D13. The unit is ocean front which is great. The unit itself was somewhat tired feeling - well worn tub and shower, general 70s/80s feel throughout. After a few minutes of walking around barefoot, the soles of our feet were dirty and so we cleaned the floor with a cloth. The cloth we used became immediately brown from the dirt. The main bed was fine but the sofa bed folded out sloping the frame was bent and so making the mattress sloping downwards. We just took the mattress off and put it on the floor. The lanai was sandy so that when you came in from outside, sand was tracked in. Great location for the unit but not much positive other than that.",,Not Much Besides Oceanfront
55,19.629903,-155.988787,Hotel 1,HI,Hotels,2013-09-05T00:00:00Z,"The condo was excellent neat, comfortable, exquisite dcor, breathtaking view, helpful, friendly staff. I would stay here again and again",,Excellent hotel condo
56,19.629903,-155.988787,Hotel 1,HI,Hotels,2016-07-23T00:00:00Z,"Hotel was filthy and unclean. We had to clean room before we could get into bed. Everthing was covered in dust. Garden view was view of a wall. Arrived late at night no reception, no security just phoned a call centre to be given entry code. Operator did not even know where apartment was so we spent 30 mins walking around to find it. Answer machine had message on it from environmental health responding to previous complaints.",,Avoid at all cost
57,19.629903,-155.988787,Hotel 1,HI,Hotels,2014-06-06T00:00:00Z,"We found this place to be perfect for us. Our patio opened onto the pool and the ocean was just beyond that area. We loved being there. The front desk people were wonderful, and the cleaning staff were equally wonderful. We would stay here again.",,stay in paradise
58,19.629903,-155.988787,Hotel 1,HI,Hotels,2013-10-31T00:00:00Z,"Awesome, clean, and convenient. Great ocean views",,disappointing
59,19.629903,-155.988787,Hotel 1,HI,Hotels,2015-02-10T00:00:00Z,"Close to Kona Village shops right on the ocean every room has an ocean view or partial ocean view condo equipped with almost everything you need, including surf board and fins small beach park right beside the condo great grills beautiful pool and ocean viewing area restful.",,"Nice Condo, excellent location in Kona, HI"
60,19.629903,-155.988787,Hotel 1,HI,Hotels,2015-04-03T00:00:00Z,"The office closed early. We were booked into a terrible room. The wifi didn't work so I couldn't get on line to see what the problem was. B21 is noisy and poorly furnished as well as dirty. The clerk on duty the next morning moved us into a room comparable to what I had booked. From what I can tell, I am out the difference in price between a street view and and ocean front room.",,disappointing
61,19.629903,-155.988787,Hotel 1,HI,Hotels,2016-05-28T00:00:00Z,Get condo right on the water and steps from downtown. Just watch out for the cleaning fee they hit you with. It's not on the Expedia website.,,Nice hotel that is walking distance to everything
62,19.629903,-155.988787,Hotel 1,HI,Hotels,2014-12-29T00:00:00Z,"The hotel was in a great location, with great views of the ocean and sunset. The condo was in ok shape, not quite the condo I was expecting when I booked this trip. The faucet in the bathtub had a constant leak 100 of the time with hot water. It almost seemed that every time we went to the office they were closed or out (even when the sign said open 8-5). However these were minor issues that did not deter from our vacation very much.",,Very nice view of the ocean from the condo we stay
63,19.629903,-155.988787,Hotel 1,HI,Hotels,2015-10-18T00:00:00Z,"This is our third stay at Castle Kona Reef. We stay every time we are on the big island. It is a great location, just off the main strip, right on the ocean. The views are amazing, the kids love the pool. We love this place.",,Great condos right off the strip on the ocean.
64,19.629903,-155.988787,Hotel 1,HI,Hotels,2015-03-02T00:00:00Z,great stay. super easy. lots of parking. 3 blocks from Down Town Kona.,,Nice hotel on the beach
65,19.629903,-155.988787,Hotel 1,HI,Hotels,2014-07-29T00:00:00Z,Older unit could use a up date but would no back close to town. Would up grade to ocean view second floor,,Good for the age of unit
66,19.629903,-155.988787,Hotel 1,HI,Hotels,2013-09-25T00:00:00Z,"In need of complete remodeling. Bathmat was folded nicely on towel rack with a very large stain front and center. Lamp shade in bedroom was so broken, it did very little to contain the light from the bulb. Paint was peeling off in sheets (literally) from the overhead door jam to the bedroom. The odor when you walked in was heavily antiseptic. I would not recommend this facility for anyone looking for a nice place.",,Castle Kona Reef
67,19.629903,-155.988787,Hotel 1,HI,Hotels,2013-11-04T00:00:00Z,"We stayed there for a weekend and the facilities were great. The staff was friendly. The room was clean, comfortable and with a kitchen well stocked to cook just about anything you want. It is within walking distance of shopping and dining options. My only negative is that our room was street side and very noisy. When you make reservations specify a room away from the road.",,Castle Kona Reef
68,19.629903,-155.988787,Hotel 1,HI,Hotels,2016-02-21T00:00:00Z,"The location is great in the center of downtown Kona, near the beach, restaurants, etc. The condo is spacious for a stay of two or small family of 3 or 4. The laundry is on site including dryer and washer. This is the plus when I decided to book this property. My only complaints are the noises in the early morning when businesses load their goods and the hidden fee of cleaning service. It was indicated on the confirmation page that additional fee of 50 will be charged by the hotel at check in/out. However, the hotel only informs me at my arrival that I stay more than 3 nights, so the additional fee will be 130 instead of 50. I understand the whole resort/cleaning fee, and I do not mind to pay 130 if I am informed in advanced. I book hotels very frequent and I understand the resort fee usually bases on daily. If not, the property will inform the slum sum amount before customer decide to book or not. At castle kona reef, cleaning happens once a week, so we do not get room cleaning during our stay. Room is not fresh and clean by the end of the day. The kitchen has ants everywhere. The fridge is not extremely clean. Therefore, 130 is a bit too much. I am more than happy to know the fees in advance and decide whether or not staying is worth it. Compare to 5 stars hotel, the cleaning fee is a bit overprice. I do not like and support these type of business with hidden fees.",,Beware of hidden fee
69,19.629903,-155.988787,Hotel 1,HI,Hotels,2014-12-13T00:00:00Z,Good location and well cared for units with attentive staff - good value.,,Reasonable beach condo - well located
70,19.629903,-155.988787,Hotel 1,HI,Hotels,2015-01-10T00:00:00Z,"Old facilities, but great location. The cleaning fee is quite a lot.",,Great Location
71,19.629903,-155.988787,Hotel 1,HI,Hotels,2013-10-27T00:00:00Z,"The condo was great ! Our unit was A little close to busy Alii dr so a bit noisy, but other than that .....fantastic !! Cumfy bed, great kitchen , awesome sunsets ! True value for the money !!",,Close to town !
72,19.629903,-155.988787,Hotel 1,HI,Hotels,2016-02-24T00:00:00Z,You can not find another facility closer to the waves. Great listening to the waves crashing all night long. Surfers in the water by breakfast.,,Kona on the water
73,19.629903,-155.988787,Hotel 1,HI,Hotels,2013-09-24T00:00:00Z,"We stayed in a condo for ease of meals. This condo,only had dishes and pans. No salt, pepper, or other minimal cooking supplies. The bed pillows were awful. There was no air in the bedroom so it was hot and stuffy even with the ceiling fan on, which the light bulbs had to be unscrewed in order to have the fan on and the lights off. For the price of the place, we simply expected more. Finally, everywhere you looked there was a sign telling you that you would be penalized for ridiculous things, such as the door tags.",,Great Location
74,19.629903,-155.988787,Hotel 1,HI,Hotels,2016-01-16T00:00:00Z,"Kona is a very busy little area, but the condo was convenient for walking to shopping, dining, and other activities. Nice ocean view with all the expected conveniences in the room. No housekeeping for our stay of 6 nights, but in-room washer/dryer kept us provided with clean towels/linens as necessary.",,Kona comfy
75,19.629903,-155.988787,Hotel 1,HI,Hotels,2014-09-30T00:00:00Z,experience was ok...attitude of lady checking me should have been better...check out man was a good attitude...,,condition of room--VERY DISAPPOINTING !!!
76,19.629903,-155.988787,Hotel 1,HI,Hotels,2015-01-07T00:00:00Z,"This place had everything we could want. Room was spotless and adequate...not fancy but certainly met our needs in good order. Had a nice view of the ocean from the living room and the lanai and yes, we did see whales from our room. Pool was clean, after ten the place was SILENT, close enough to walk to many restaurants and bars, and overall we were very satified. No housekeeping so tell the kids to pick up after themselves. Rates were fair and the staff was very friendly. We'll be back.",,EVERYTHING we needed...
77,19.629903,-155.988787,Hotel 1,HI,Hotels,2014-08-23T00:00:00Z,"we had wonderful experience with the big Island, not so much with the condos.",,Hit or miss
